,title,brand,colour,connectivityTechnology,specialFeature,movementDetectionTechnology,numberOfItems,price,weight,country
124,"Logitech M350 Pebble Wireless Mouse with Bluetooth or 2.4 GHz Receiver, Silent, Slim Computer Mouse with Quiet Clicks for Laptop, Notebook, iPad, PC and Mac - Lavender Lemonade       ",Logitech,Lavender Lemonade,,"Wireless, Portable, Soundless",Optical,,"1,422.",100 g ,China 
125,"RPM Euro Games USB Wireless Gaming Mouse Rechargeable 500 mAh Battery DPI Upto 3200 6 Color RGB Lights Rubber Coated Mice, Black       ",RPM Euro Games,Black,USB,"Wireless, Rechargeable, Soundless, LED Lights, Water Resistant",Optical,,649.,96 g ,China 
126,"Portronics Toad 25 Wireless Optical Mouse with 2.4GHz, USB Nano Dongle, 1200 DPI Resolution, Optical Orientation for Laptops, Desktops & Macbooks(Black)       ",Portronics,Black,,"Wireless, Ergonomic Design",Optical,,355.,66 g ,China 
127,"HP G200 Backlit USB Wired Gaming Mouse with Ergonomic Design, All Customizable Buttons, Adjustable 4000 DPI, RGB Breathing LED Lighting, Anti-Slip Scroll Wheel / 3 Years Warranty (7QV30AA)       ",HP,Black,,"Wireless, Ergonomic Design",Optical,,"1,499.",153 g ,China 
128,"Offbeat RIPJAW 2.4Ghz Rechargeable Wireless Gaming Mouse, Silent Click Buttons Mouse - 7D Buttons, DPI : 1600,2400,3200, Mice for PC/Laptop/Smart TV/Mac(Light Weight)       ",Offbeat,Black,Wi-Fi,"Dual gaming mode, Rechargeable Wireless Mouse, Aluminum bottom plate","Optical, Laser",,899.,125 g ,China 
129,Coconut WM12 Rechargeable Wireless Mouse with RGB LED Backlit Silent Click (Black Color) 1600 DPI Ergonomic Mouse for Laptop pc Computer Gaming & Work       ,coconut,Black,,"Wireless, Ergonomic",Optical,,599.,70 g ,China 
130,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
131,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,Black / red,,Wireless,,,"2,666.",380 g ,China 
132,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
133,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,Wireless,Optical,,799.,83.9 g ,China 
134,HP M10 Wired USB Mouse with 3 Buttons High Definition 1000DPI Optical Tracking and Ambidextrous Design       ,HP,Black,USB,Wired,Optical,,289.,100 g ,China 
135,"Lenovo 530 Wireless Mouse (Graphite): Ambidextrous, Ergonomic Mouse, Up to 8 Million clicks for Left and Right Buttons, Optical Sensor 1200 DPI, 2.4 GHz Wireless Technology via Nano USB Receiver       ",Lenovo,Graphite Grey,,"Wireless, Portable, Lightweight, Ergonomic Design",Optical,,879.,65 g ,China 
136,"ZEBRONICS Cozy 6 Button Vertical USB Gaming Mouse with 3200 DPI max, 1.8m Braided Cable, LED Lights, high Resolution Sensor, Rubber Finish, Ergonomic Design and Plug Play Usage       ",,,,,,,,,
137,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
138,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,black / red,,Wireless,,,"2,666.",380 g ,China 
139,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,Wireless,Optical,,799.,83.9 g ,China 
140,"Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, 3-Button (Left,Right,Scroll) Upto 8M Left/Right & 100K Scroll clicks & 1yr Battery, Ambidextrous, Ergonomic GY50R91293       ",Lenovo,Black,,"Wireless, Ergonomic Design",Optical,,620.,84 g ,China 
141,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black       ",Logitech,Black,,optical,Optical,,269.,109 g ,China 
142,EvoFox Shadow Optical USB Wired Gaming Mouse with Upto 3600 DPI Gaming Sensor | 6 Buttons Design | Press Life Upto 7 Million Clicks | 7 Colours Rainbow Lighting with Breathing Effect | 1.8m Braided Cable (Black)       ,Amkette,Black,USB,LED Lights,Laser,,499.,130 g ,China 
143,(Renewed) Logitech M221 Silent Wireless Mouse- Charcoal - USB       ,Logitech,Chrome,USB,"Wireless, Optical",Optical,,550.,110 g ,
144,Ant Esports GM60 USB Optical Gaming Mouse       ,Ant Esports,Black,,Ergonomic Design,Optical,,310.,114 g ,China 
145,(Renewed) Dell MS116 Optical Usb Mouse (Black)       ,Dell,Black,USB,USB MOUSE,Optical,,299.,140 g ,India 
146,"Logitech M350 Pebble Wireless Mouse with Bluetooth or 2.4 GHz Receiver, Silent, Slim Computer Mouse with Quiet Clicks for Laptop, Notebook, iPad, PC and Mac - Blueberry       ",Logitech,Blueberry,,"Wireless, Portable, Soundless",Optical,,"1,645.",100 g ,China 
147,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
148,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.       ",Dell,Black,,Wireless,Optical,,249.,120 g ,China 
149,"Logitech G102 Light Sync Gaming Wired Mouse with Customizable RGB Lighting, 6 Programmable Buttons, Gaming Grade Sensor, 8K DPI Tracking,16.8mn Color, Light Weight - White       ",Logitech G,White,,"LIGHTSYNC RGB lighting 6 programmable buttons Resolution: 200 – 8,000 DPI",Optical,,"1,495.",85 g ,China 
150,"HP 430 Multi-Device Bluetooth Wireless Mouse with 4 Programmable Buttons/ 800 DPI - 4000 DPI/ Fast Scrolling/ Compatibility to Windows, macOS, Chrome OS/ Black, 3B4Q2AA       ",HP,Black,Bluetooth,"Wireless, Programmable Buttons",Optical,,"1,498.",78 g ,China 
151,"Portronics Toad 25 Wireless Optical Mouse with 2.4GHz, USB Nano Dongle, 1200 DPI Resolution, Optical Orientation for Laptops, Desktops & Macbooks(White)       ",Portronics,White,,"Wireless, Ergonomic Design",Optical,,379.,66 g ,China 
152,"Lenovo 530 Wireless Mouse (Abyss Blue): Ambidextrous, Ergonomic Mouse, Up to 8 Million clicks for Left and Right Buttons, Optical Sensor 1200 DPI, 2.4 GHz Wireless Technology via Nano USB Receiver       ",Lenovo,Abyss Blue,,"Wireless, Portable, Lightweight, Ergonomic Design",Optical,,949.,65 g ,China 
153,Zebronics Zeb-Shine Wireless Mouse(White)       ,ZEBRONICS,White,,Wireless,,,399.,190 g ,China 
154,"Portronics Toad 27 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Nano Dongle for PC/Mac/Laptop, 1200 DPI Optical Tracking, Auto Power Saving Mode, Adjustable DPI Button(Green)       ",Portronics,Green,,"Wireless, Soundless, Ergonomic Design",Optical,,329.,54 g ,China 
155,"HP S500 7YA11PA USB, Wireless Optical Mouse, Black       ",HP,BLACK,USB,Wireless,Optical,,649.,110 g ,China 
156,"Technotech USB Optical Mouse, Black, Small (UV52CL)       ",Technotech,black,USB,Optical,Optical,,141.,27 g ,India 
157,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
158,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,Black / red,,Wireless,,,"2,666.",380 g ,China 
159,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
160,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,Black / red,,Wireless,,,"2,666.",380 g ,China 
161,Ant Value FKAPU04 1000 DPI Wireless Mouse - Black       ,,,,,,,289.,,
162,"iClever Ergonomic Mouse, Vertical Mouse 6 Buttons Adjustable DPI with USB Computer Mouse, 2.4G Optical Wireless Mouse for Laptop/Mac/PC, Black       ",iClever,Black,,"Wireless, Ergonomic Design",Optical,,"1,750.",140 g ,China 
163,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
164,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,black / red,,Wireless,,,"2,666.",380 g ,China 
165,(Renewed) ASUS WT200 Wireless Mouse (Blue)       ,ASUS,Blue,,"Wireless, Ergonomic, Optical",Optical,,409.,,
166,"Dell MS3220 Wired Laser Mouse, Titan Grey       ",Dell,TITAN GREY,,"Wired, Laser",Laser,,895.,140 g ,India 
167,"MFTEK Wired Mouse, Black       ",,,,,,,,,
168,Techline Mouse USB Optical (A01)       ,Generic,BLACK,,"Portable,light weight",Optical,,115.,300 g ,China 
169,"Verilux® LED Wireless Mouse, Rechargeable Slim Silent Mouse 2.4G Portable Mobile Optical Office Mouse with USB Receiver, 3 Adjustable DPI for PC, Laptop, Computer, Desktop       ",Verilux,,,"Wireless, Portable, Soundless, Ergonomic Design, Rechargeable, LED Lights",Optical,,665.,83.8 g ,China 
170,"Portronics Toad 26 Wired Optical Mouse with 1500 DPI, Optical Orientation, Click Wheel, 1.35M Cable Length(Black)       ",Portronics,Black,USB,1500 DPI,Optical,,229.,,
171,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
172,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,black / red,,Wireless,,,"2,666.",380 g ,China 
173,"(Renewed) HP Wireless Bluetooth Mouse 250 for PCs and Laptops, Adjustable DPI, Security Encryption, High-Resolution Optical Sensor, and Ergonomic Comfort, Black (6CR73AA)       ",HP,Black,,"Wireless, Bluetooth, Ergonomic, Optical",Optical,,594.,70 g ,
174,"Verilux® Wired Vertical Mouse, Optical Ergonomic Mouse with 4 Adjustable DPI 800/1200/2000/3200, 5 Buttons USB Computer Mouse, Better for Large and Medium Sized Hands,for for Mac, PC, Desktop       ",Verilux,Vertical Mouse,,"Wireless, Ergonomic Design",Optical,,"1,004.",,
