,title,brand,colour,connectivityTechnology,specialFeature,movementDetectionTechnology,numberOfItems,price,weight,country
21,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
22,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
23,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
24,HP Bluetooth Mouse 250/4.2 Bluetooth connectivity/ Adjustable DPI Upto 3600/15-month Long Battery Life and Safe encryption Technology/1 Year Warranty/ Black       ,HP,Black,,"Wireless, Bluetooth, Ergonomic, Optical",Optical,,759.,70 g ,
25,Razer Viper Mini Ultralight Gaming Mouse- Classic Black | Fastest Gaming Switches - 8500 DPI Optical Sensor - Chroma RGB Underglow Lighting - 6 Programmable Buttons - Drag-Free Cord - RZ01-03250100-R3M1       ,Razer,Black,,Lightweight,Optical,,"1,685.",60.9 g ,
26,Dragonwar Red Gear Emera ELE-G11 3200 DPI USB Gaming Mouse (Dark Blue)       ,Dragonwar,Dark Blue,USB,Ergonomic Design,Laser,,399.,175 g ,China 
27,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
28,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,Black / red,,Wireless,,,"2,666.",380 g ,China 
29,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,wireless,Optical,,799.,83.9 g ,China 
30,"Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, 3-Button (Left,Right,Scroll) Upto 8M Left/Right & 100K Scroll clicks & 1yr Battery, Ambidextrous, Ergonomic GY50R91293       ",Lenovo,Black,,"Wireless, Ergonomic Design",Optical,,620.,84 g ,China 
31,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black       ",Logitech,Black,,Optical,Optical,,269.,109 g ,China 
32,"Portronics Toad 21 Wired Optical Mouse for Laptop/PC with Adjustable DPI, 1.5 M Length(Black)       ",Portronics,Black,,Adjustable DPI,Optical,,249.,90 g ,China 
33,"Wings Crosshair 100 Wired Optical Gaming Mouse  (USB 3.0, Black), one Size       ",Wings,Black,,"Ergonomic Design, LED Lights",Optical,,499.,150 g ,China 
34,"Zebronics Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (White+Grey)       ",ZEBRONICS,White+Grey,,"Wireless, Lightweight",Optical,,399.,50 g ,China 
35,"Logitech G102 USB Light Sync Gaming Mouse with Customizable RGB Lighting, 6 Programmable Buttons, Gaming Grade Sensor, 8K DPI Tracking, 16.8mn Color, Light Weight - Black       ",Logitech G,Black,,Lightweight,Optical,,"1,495.",89 g ,China 
36,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC/Mac/Laptop - Rose       ",Logitech,ROSE,,"Wireless, Soundless",Optical,,749.,75 g ,China 
37,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,Wireless,Optical,,799.,83.9 g ,China 
38,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.       ",Dell,Black,,Wireless,Optical,,249.,120 g ,China 
39,ZEBRONICS Zeb-Transformer-M Optical USB Gaming Mouse with LED Effect(White)       ,ZEBRONICS,White,,"Ergonomic Design, LED Lights",Optical,,489.,170 g ,China 
40,"Amazon Basics Wired Gaming Mouse, 4000 DPI, Lightweight, 8 Preprogrammed Buttons, 500 IPS High-Speed Tracking, 1.6m Length USB Cable, for Gaming PC, Computer, Laptop, Mac (Black)       ",Amazon Basics,Black,USB,"Lightweight, Ergonomic Design",,,629.,144 g ,Hong Kong 
41,iBall Style 63 Wired USB Optical Mouse (Black)       ,IBall,Black,USB,,Optical,,261.,69 g ,China 
42,"ENTWINO USB Wired Gaming Mouse D1 Black, LED Backlight up to 3200 DPI, Ergonomic Design for Laptop & PC       ",ENTWINO,Black,,"Ergonomic Design, LED Lights",Optical,,199.,150 g ,India 
43,"Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, 3-Button (Left,Right,Scroll) Upto 8M Left/Right & 100K Scroll clicks & 1yr Battery, Ambidextrous, Ergonomic GY50R91293       ",Lenovo,Black,,"Wireless, Ergonomic Design",Optical,,620.,84 g ,China 
44,"Logitech M331 Silent Plus Wireless Mouse, 2.4GHz with USB Nano Receiver, 1000 DPI Optical Tracking, 3 Buttons, 24 Month Life Battery, PC/Mac/Laptop - Black       ",Logitech,Black,,Wireless,Optical,,"1,295.",91 g ,China 
45,"HP 200 USB Wireless Mouse with 1000 DPI optical sensor, 2.4 GHz wireless connectivity, built-in scrolling and ambidextrous design.3 years warranty(Black)       ",HP,Black,,"Wireless, Ergonomic Design",Optical,,715.,200 g ,China 
46,"HP 200 Wireless Mouse/2.4GHz Wireless Connection /2 AAA Batteries/3 Years RTB Warranty, 2HU84AA(Pike Silver)       ",HP,Pike Silver,,Wireless,Optical,,649.,110 g ,China 
47,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,Black / red,,Wireless,,,"2,666.",380 g ,China 
48,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black       ",Logitech,Black,,optical,Optical,,269.,109 g ,China 
49,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
50,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,Black / red,,Wireless,,,"2,666.",380 g ,China 
51,"Logitech M90 Wired USB Mouse, 3 yr Warranty, 1000 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black       ",Logitech,Dark Grey,Wired,"Wired, Optical, Ambidextrous",Optical,,355.,82 g ,China 
52,Portronics POR-015 Toad 11 Wireless USB Bluetooth Mouse with 2.4GHz Technology (Blue)       ,Portronics,Toad11(Blue),,"Wireless, Ergonomic Design",Optical,,389.,190 g ,China 
53,"Portronics Toad 101 Wired Optical Mouse with 1200 DPI, Plug & Play, Hi-Optical Tracking, 1.25M Cable Length, 30 Million Click Life(Black)       ",Portronics,Black,USB,,Optical,,142.,100 g ,India 
54,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces (H2C21AA, Black/Grey)       ",HP,Black/Grey,USB,wired,Optical,,250.,90 g ,China 
55,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
56,"HP Wired Mouse 100 with 1600 DPI Optical Sensor, USB Plug-and -Play,ambidextrous Design, Built-in Scrolling and 3 Handy Buttons. 3-Years Warranty (6VY96AA)       ",HP,Black,wired,"Wired, Optical",Optical,,349.,90 g ,China 
57,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,Black / red,,Wireless,,,"2,666.",380 g ,China 
58,"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)       ",HP,Black,,"Wireless, Optical",Optical,,699.,60 g ,China 
59,"Lenovo 600 Bluetooth 5.0 Silent Mouse: Compact, Portable, Dongle-Free Multi-Device connectivity with Microsoft Swift Pair | 3-Level Adjustable DPI up to 2400 | Battery Life: up to 1 yr       ",Lenovo,Grey,,"Wireless, Portable, Soundless",Optical,,"1,479.",61 g ,China 
60,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC/Mac/Laptop - Red       ",Logitech,RED,,"Wireless, Optical",Optical,,749.,77 g ,China 
61,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,Wireless,Optical,,799.,83.9 g ,China 
62,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Graphite       ",Logitech,Graphite,,"Wireless, Portable, Soundless",Optical,,"1,594.",100 g ,China 
63,"ASUS WT200 Wireless Mouse, Blue       ",ASUS,Blue,Wireless,"Wireless, Ergonomic Design",Optical,,599.,73 g ,China 
64,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
65,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,Wireless,Optical,,799.,83.9 g ,China 
66,"Lenovo 130 Wireless Compact Mouse, 1K DPI Optical sensor, 2.4GHz Wireless NanoUSB, 10m range, 3button(left,right,scroll) upto 3M left/right clicks, 10 month battery, Ambidextrous, Ergonomic GY51C12380       ",Lenovo,Black,USB,"Wireless, Ergonomic Design",Optical,,499.,82 g ,China 
67,"ZEBRONICS Zeb-Velocity Type C Optical Mouse with High Precision,4 Buttons and Type C Interface       ",ZEBRONICS,,USB,,Optical,,299.,78 g ,China 
68,Dell MS3320W-Black Dual Connectivity 3-Button Bluetooth 5.0 & Wireless 2.4Ghz Mouse with 3 Years Advance Exchange Warranty & 36M Battery Life.       ,Dell,Black,Wireless,"Wireless, Bluetooth, Optical",Optical,,"1,299.",160 g ,China 
69,"Redgear A-17 Gaming Mouse with Upto 6400 DPI, RGB Lighting and Braided Cable(Black)       ",Redgear,Black,,,,,699.,130 g ,China 
70,"HP 240 Bluetooth Wireless Mouse with 3 Buttons/1600 DPI Red Optical Tracking/ Sleek and Ambidextrous /Compatible to Windows 10, macOS, Chrome OS (Black)       ",HP,Black,Bluetooth,"Ambidextrous, Ergonomic Design",Optical,,999.,54.4 g ,China 
71,Razer DeathAdder Essential Wired Gaming Mouse I Single-Color Green Lighting I 6400DPI Optical Sensor- Black - RZ01-03850100-R3M1       ,,,,,,,"1,349.",134 g ,China 
72,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Red,,wireless,Optical,,699.,59.9 g ,China 
73,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC/Mac/Laptop - Blue       ",Logitech,BLUE,,"Wireless, Optical",Optical,,749.,77 g ,China 
74,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.       ",Dell,Black,,Wireless,Optical,,249.,120 g ,China 
75,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
76,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
77,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,black / red,,Wireless,,,"2,666.",380 g ,China 
78,"Logitech M350 Pebble Wireless Mouse with Bluetooth or 2.4 GHz Receiver, Silent, Slim Computer Mouse with Quiet Clicks for Laptop, Notebook, iPad, PC and Mac - Sand       ",Logitech,Sand,,"Wireless, Portable, Soundless",Optical,,"1,594.",100 g ,China 
79,"Logitech Signature M650 L Full Size Wireless Mouse - for Large Sized Hands, 2-Year Battery, Silent Clicks, Customisable Side Buttons, Bluetooth, Multi-Device Compatibility - Graphite       ",Logitech,Graphite,,"Wireless, Ergonomic Design",,,"2,695.",111 g ,China 
80,"Amkette Hush Pro Acura 2.4 Ghz Silent Switch Wireless Mouse with Ergonomic Design, High Precision 3 DPI Settings, Smart Auto Sleep Function and Mouse On/Off Switch (Black)       ",Amkette,Black,,"Wireless, Soundless, Ergonomic Design",Optical,,349.,50 g ,China 
81,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
82,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces (H2C21AA, Black/Grey)       ",HP,Black/Grey,USB,Wired,Optical,,250.,90 g ,China 
83,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,black / red,,Wireless,,,"2,666.",380 g ,China 
84,"HP Wired Mouse 100 with 1600 DPI Optical Sensor, USB Plug-and -Play,ambidextrous Design, Built-in Scrolling and 3 Handy Buttons. 3-Years Warranty (6VY96AA)       ",HP,Black,wired,"Wired, Optical",Optical,,349.,90 g ,China 
85,"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)       ",HP,Black,,"Wireless, Optical",Optical,,699.,60 g ,China 
86,"Amkette Hush Pro Acura 2.4 Ghz Silent Switch Wireless Mouse with Ergonomic Design, High Precision 3 DPI Settings, Smart Auto Sleep Function and Mouse On/Off Switch (Grey)       ",Amkette,Grey,,"Wireless, Soundless, Ergonomic Design",Optical,,331.,50 g ,China 
87,"Ambrane SliQ Wireless Optical Mouse with 2.4GHz, USB Nano Dongle, 3 Keys with Silent Clicks, 1200 DPI, Comfortable Grip (Orchid Purple)       ",Ambrane,Purple,,"Wireless, Portable, Lightweight, Soundless",Optical,,299.,55 g ,China 
88,"HP USB X500 Wired Optical Sensor Mouse 3 Buttons Windows 8 Supported, Black (E5C12AA)       ",HP,Black,,optical,Optical,,495.,140 g ,China 
89,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC/Mac/Laptop - White       ",Logitech,OFFWHITE,,"Wireless, Soundless",Optical,,749.,75 g ,China 
90,HP Z3700 Wireless Optical Mouse with USB Receiver and 2.4GHz Wireless Connection/ 1200DPI / 16 Months Long Battery Life /Ambidextrous and Slim Design (Black)       ,HP,Black,,"Wireless, Optical",Optical,,"1,099.",50 g ,China 
91,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
92,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,wireless,Optical,,799.,83.9 g ,China 
93,"Ant Esports GM80 USB RGB Wired 6 Programmable Buttons, 3200 DPI Adjustable, Optical Gamer Gaming Mice Gaming Mouse with Multicolour LED Lights - Black       ",Ant Esports,Black,,"Lightweight, LED Lights",Optical,,327.,100 g ,China 
94,Dell MS116 USB Optical Mouse (Black)       ,,,,,,,,,
95,Dell MS116 USB Optical Mouse (Black)       ,,,,,,,,,
96,Zebronics Zeb-Shine Wireless Optical Mouse (Black)       ,ZEBRONICS,Black,,Wireless,Optical,,329.,190 g ,China 
97,"Dell 570-AAMH WM126 USB Optical LED 3-Button Mouse, Black       ",Dell,BLACK,,Wireless,Optical,,799.,30 g ,China 
98,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Off White       ",Logitech,Off White,,"Wireless, Portable, Soundless",Optical,,"1,594.",100 g ,China 
99,"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.       ",HP,Black,USB,"Wireless, Ergonomic Design",Optical,,449.,50 g ,China 
100,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Blue,,Wireless,Optical,,799.,86 g ,China 
101,Ant Esports USB GM600 RGB Wired Programmable Gaming Mouse 6 DPI Sensitivity Level Adjustments up to 7200 DPI Equipped with HUANO Mouse switches       ,Ant Esports,Black,,,Optical,,698.,136 g ,China 
102,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.       ",Dell,Black,,Wireless,Optical,,249.,120 g ,China 
103,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
104,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
105,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,wireless,Optical,,799.,83.9 g ,China 
106,Ant Esports USB GM600 RGB Wired Programmable Gaming Mouse 6 DPI Sensitivity Level Adjustments up to 7200 DPI Equipped with HUANO Mouse switches       ,Ant Esports,Black,,,Optical,,698.,136 g ,China 
107,"Offbeat® - DASH 2.4GHz Wireless + Bluetooth 5.1 Mouse, Multi-Device Dual Mode Slim Rechargeable Silent Click Buttons Wireless Bluetooth Mouse, 3 Adjustable DPI, Works on 2 devices at the same time with a switch button for Windows/Mac/Android/Ipad/Smart TV       ",Offbeat,Black,,"Wireless, Portable, Soundless, Ergonomic Design, Rechargeable, LED Lights",Optical,,"1,099.",105 g ,China 
108,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
109,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
110,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces (H2C21AA, Black/Grey)       ",HP,Black/Grey,USB,wired,Optical,,250.,90 g ,China 
111,"HP Wired Mouse 100 with 1600 DPI Optical Sensor, USB Plug-and -Play,ambidextrous Design, Built-in Scrolling and 3 Handy Buttons. 3-Years Warranty (6VY96AA)       ",HP,Black,Wired,"Wired, Optical",Optical,,349.,90 g ,China 
112,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,Black / red,,Wireless,,,"2,666.",380 g ,China 
113,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,wireless,Optical,,799.,83.9 g ,China 
114,"Amazon Basics Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, for PC/ Mac/ Laptop/ Tablet (Black)       ",Amazon Basics,Black,USB,Wireless,Optical,,449.,68 g ,Hong Kong 
115,"Lenovo 300 Wireless Compact Mouse, 1000 DPI Optical sensor, 2.4GHz Wireless Nano USB, 10m range, 3-button(left,right,scroll) upto 3M left/right clicks & 1yr battery, Ambidextrous, Ergonomic GX30K79401       ",Lenovo,Black,USB,"Wireless, Laser",Laser,,745.,60 g ,China 
116,"Logitech G502 Hero High Performance Wired Gaming Mouse, Hero 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC/Mac - Black       ",Logitech G,Black,,Lightweight,Optical,,"3,995.",122 g ,China 
117,"elevn ergo11e 2.4GHz Premium Wireless Optical Mouse for Laptop, Desktop, PC, MacBook,Black       ",Elevn,,,"Wireless, Ergonomic Design",Optical,,499.,130 g ,China 
118,"Logitech MX Master 2S Wireless Mouse, Multi-Device, Bluetooth or 2.4GHz Wireless with USB Unifying Receiver, 4000 DPI Any Surface Tracking, 7 Buttons, Fast Rechargeable, Laptop/PC/Mac/iPad OS - Black       ",Logitech,Graphite,,"Wireless, Rechargeable",,,"5,400.",145 g ,China 
119,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
120,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.       ",Dell,Black,,Wireless,Optical,,249.,120 g ,China 
121,"ASUS TUF Gaming M3 Optical USB RGB Gaming Mouse Featuring A 7000 DPI Optical Sensor, 7 Programmable Buttons, 4-Level DPI Switch and Aura Sync RGB Lighting       ",,,,,,,,,
122,"ASUS TUF Gaming M3 Optical USB RGB Gaming Mouse Featuring A 7000 DPI Optical Sensor, 7 Programmable Buttons, 4-Level DPI Switch and Aura Sync RGB Lighting       ",,,,,,,,,
123,"Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Rose       ",Logitech,Rose,,"Wireless, Portable, Soundless",Optical,,"1,489.",60 g ,China 
