,title,brand,colour,connectivityTechnology,specialFeature,movementDetectionTechnology,numberOfItems,price,weight,country
123,"Offbeat RIPJAW 2.4Ghz Rechargeable Wireless Gaming Mouse, Silent Click Buttons Mouse - 7D Buttons, DPI : 1600,2400,3200, Mice for PC/Laptop/Smart TV/Mac(Light Weight)       ",Offbeat,Black,Wi-Fi,"Dual gaming mode, Rechargeable Wireless Mouse, Aluminum bottom plate","Optical, Laser",,899.,125 g ,China 
124,Coconut WM12 Rechargeable Wireless Mouse with RGB LED Backlit Silent Click (Black Color) 1600 DPI Ergonomic Mouse for Laptop pc Computer Gaming & Work       ,coconut,Black,,"Wireless, Ergonomic",Optical,,599.,70 g ,China 
125,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.       ",Dell,Black,,Wireless,Optical,,249.,120 g ,China 
126,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
127,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
128,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,Wireless,Optical,,799.,83.9 g ,China 
129,"Lenovo 530 Wireless Mouse (Graphite): Ambidextrous, Ergonomic Mouse, Up to 8 Million clicks for Left and Right Buttons, Optical Sensor 1200 DPI, 2.4 GHz Wireless Technology via Nano USB Receiver       ",Lenovo,Graphite Grey,,"Wireless, Portable, Lightweight, Ergonomic Design",Optical,,879.,65 g ,China 
130,"ZEBRONICS Cozy 6 Button Vertical USB Gaming Mouse with 3200 DPI max, 1.8m Braided Cable, LED Lights, high Resolution Sensor, Rubber Finish, Ergonomic Design and Plug Play Usage       ",,,,,,,,,
131,EvoFox Shadow Optical USB Wired Gaming Mouse with Upto 3600 DPI Gaming Sensor | 6 Buttons Design | Press Life Upto 7 Million Clicks | 7 Colours Rainbow Lighting with Breathing Effect | 1.8m Braided Cable (Black)       ,Amkette,Black,USB,LED Lights,Laser,,499.,130 g ,China 
132,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
133,"HP X1000 Wired USB Mouse with 3 Handy Buttons, Fast-Moving Scroll Wheel and Optical Sensor works on most Surfaces (H2C21AA, Black/Grey)       ",HP,Black/Grey,USB,wired,Optical,,250.,90 g ,China 
134,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,Black / red,,Wireless,,,"2,666.",380 g ,China 
135,"HP Wired Mouse 100 with 1600 DPI Optical Sensor, USB Plug-and -Play,ambidextrous Design, Built-in Scrolling and 3 Handy Buttons. 3-Years Warranty (6VY96AA)       ",HP,Black,wired,"Wired, Optical",Optical,,349.,90 g ,China 
136,"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)       ",HP,Black,,"Wireless, Optical",Optical,,699.,60 g ,China 
137,(Renewed) Logitech M221 Silent Wireless Mouse- Charcoal - USB       ,Logitech,Chrome,USB,"Wireless, Optical",Optical,,550.,110 g ,
138,(Renewed) Dell MS116 Optical Usb Mouse (Black)       ,Dell,Black,USB,USB MOUSE,Optical,,299.,140 g ,India 
139,"Logitech M350 Pebble Wireless Mouse with Bluetooth or 2.4 GHz Receiver, Silent, Slim Computer Mouse with Quiet Clicks for Laptop, Notebook, iPad, PC and Mac - Blueberry       ",Logitech,Blueberry,,"Wireless, Portable, Soundless",Optical,,"1,645.",100 g ,China 
140,"HP 430 Multi-Device Bluetooth Wireless Mouse with 4 Programmable Buttons/ 800 DPI - 4000 DPI/ Fast Scrolling/ Compatibility to Windows, macOS, Chrome OS/ Black, 3B4Q2AA       ",HP,Black,Bluetooth,"Wireless, Programmable Buttons",Optical,,"1,498.",78 g ,China 
141,"Portronics Toad 25 Wireless Optical Mouse with 2.4GHz, USB Nano Dongle, 1200 DPI Resolution, Optical Orientation for Laptops, Desktops & Macbooks(White)       ",Portronics,White,,"Wireless, Ergonomic Design",Optical,,379.,66 g ,China 
142,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
143,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.       ",Dell,Black,,Wireless,Optical,,249.,120 g ,China 
144,"Portronics Toad 27 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Nano Dongle for PC/Mac/Laptop, 1200 DPI Optical Tracking, Auto Power Saving Mode, Adjustable DPI Button(Green)       ",Portronics,Green,,"Wireless, Soundless, Ergonomic Design",Optical,,329.,54 g ,China 
145,Zebronics Zeb-Shine Wireless Mouse(White)       ,ZEBRONICS,white,,Wireless,,,399.,190 g ,China 
146,"Technotech USB Optical Mouse, Black, Small (UV52CL)       ",Technotech,Black,USB,Optical,Optical,,141.,27 g ,India 
147,"iClever Ergonomic Mouse, Vertical Mouse 6 Buttons Adjustable DPI with USB Computer Mouse, 2.4G Optical Wireless Mouse for Laptop/Mac/PC, Black       ",IClever,Black,,"Wireless, Ergonomic Design",Optical,,"1,750.",140 g ,China 
148,Ant Value FKAPU04 1000 DPI Wireless Mouse - Black       ,,,,,,,289.,,
149,"Lenovo 530 Wireless Mouse (Cherry Red): Ambidextrous, Ergonomic Mouse, Up to 8 Million clicks for Left and Right Buttons, Optical Sensor 1200 DPI, 2.4 GHz Wireless Technology via Nano USB Receiver       ",Lenovo,Cherry Red,,"Wireless, Portable, Lightweight, Ergonomic Design",Optical,,949.,65 g ,China 
150,Ant Value FKAPU05 1600 DPI Wireless Mouse - Black       ,,,,,,,276.,,
151,"Perixx [Hardware Update PERIMICE-513N, Wired Ergonomic Vertical Mouse - 1000/1500/2000 DPI - Natural Ergonomic Vertical Design - Recommended with RSI User       ",Perixx,,,Ergonomic,Trackball,,"1,499.",145 g ,China 
152,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
153,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,black / red,,Wireless,,,"2,666.",380 g ,China 
154,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
155,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,black / red,,Wireless,,,"2,666.",380 g ,China 
156,"iClever Ergonomic Mouse, Vertical Mouse 6 Buttons Adjustable DPI with USB Computer Mouse, 2.4G Optical Wireless Mouse for Laptop/Mac/PC, Black       ",IClever,Black,,"Wireless, Ergonomic Design",Optical,,"1,750.",140 g ,China 
157,Ant Value FKAPU04 1000 DPI Wireless Mouse - Black       ,,,,,,,289.,,
158,"Lenovo 530 Wireless Mouse (Cherry Red): Ambidextrous, Ergonomic Mouse, Up to 8 Million clicks for Left and Right Buttons, Optical Sensor 1200 DPI, 2.4 GHz Wireless Technology via Nano USB Receiver       ",Lenovo,Cherry Red,,"Wireless, Portable, Lightweight, Ergonomic Design",Optical,,949.,65 g ,China 
159,Ant Value FKAPU05 1600 DPI Wireless Mouse - Black       ,,,,,,,276.,,
160,Razer Basilisk X HyperSpeed Wireless Gaming Mouse: Bluetooth & HyperSpeed Wireless Compatible | 6 Programmable Buttons | 16000 DPI Optical Sensor - Matte Black - RZ01-03150100-R3A1       ,Razer,Black,Bluetooth,Wireless,Optical,,"3,799.",83 g ,China 
161,"Perixx [Hardware Update PERIMICE-513N, Wired Ergonomic Vertical Mouse - 1000/1500/2000 DPI - Natural Ergonomic Vertical Design - Recommended with RSI User       ",Perixx,,,Ergonomic,Trackball,,"1,499.",145 g ,China 
162,"Logitech G304 Lightspeed Wireless Gaming Mouse, Hero Sensor, 12,000 DPI, Lightweight, 6 Programmable Buttons, 250h Battery Life, On-Board Memory, Compatible with PC/Mac - Black       ",,,,,,,,,
163,"Logitech M331 Silent Plus Wireless Mouse, 2.4GHz with USB Nano Receiver, 1000 DPI Optical Tracking, 3 Buttons, 24 Month Life Battery, PC/Mac/Laptop - Red       ",Logitech,Red,,Wireless,Optical,,"1,395.",91 g ,China 
164,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
165,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,Wireless,Optical,,799.,83.9 g ,China 
166,"Logitech Lift Vertical Ergonomic Mouse, Wireless, Bluetooth or Logi Bolt USB Receiver, Quiet clicks, 4 Buttons, Compatible with Windows/macOS/iPadOS, Laptop, PC - Graphite       ",Logitech,Graphite,,"Wireless, Ergonomic Design",,,"5,995.",125 g ,China 
167,"Cosmic Byte Kilonova 3335IC Wireless + Wired Dual Mode RGB Gaming Mouse with Pixart 3335 Sensor, Ultra Lightweight 89grams,Rechargeable 400mAh Battery, Replaceable Top Cover and Side Buttons (Black)       ",Cosmic Byte,Black,,"Wireless, Lightweight, Ergonomic Design, Rechargeable, LED Lights",Optical,,"2,999.",89 g ,China 
168,"Ant Value FKAPU03 1000 DPI Wireless Mouse - Black, Silver       ",,,,,,,269.,,
169,Logitech M275 Wireless USB Mouse (Black)       ,Logitech,Black,USB,Wireless,Optical,,"1,195.",100 g ,China 
170,"Lenovo Ideapad M100 Ergonomic, Ambidextrous USB RGB Gaming Mouse with Micro Switches with 10M Clicks Lifecycle, On-The-Fly DPI Upto 3200 DPI, 7 Button, 7 Colors in Cycle LED       ",Lenovo,,,"Lightweight, Ergonomic Design",Optical,,839.,90.7 g ,China 
171,ZEBRONICS Zeb-Rise Wired USB Optical Mouse with 3 Buttons (Black)       ,ZEBRONICS,Black,USB,Wireless,Optical,,200.,1 kg 500 g ,China 
172,Ant Value FKAPU05 1600 DPI Wireless Mouse - Grey       ,,,,,,,349.,,
173,HP Z3700 USB Wireless Mouse/2.4GHz Wireless Connection/ 1200DPI (Silver)       ,HP,Silver,,Charging Port,Optical,,"1,229.",150 g ,China 
174,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.       ",Dell,Black,,Wireless,Optical,,249.,120 g ,China 
175,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
176,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
177,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,wireless,Optical,,799.,83.9 g ,China 
178,(Renewed) ASUS WT200 Wireless Mouse (Blue)       ,ASUS,Blue,,"Wireless, Ergonomic, Optical",Optical,,409.,73 g ,
179,"Dell MS3220 Wired Laser Mouse, Titan Grey       ",Dell,TITAN GREY,,"Wired, Laser",Laser,,895.,140 g ,India 
180,"MFTEK Wired Mouse, Black       ",,,,,,,,,
181,Techline Mouse USB Optical (A01)       ,Generic,BLACK,,"Portable,light weight",Optical,,115.,300 g ,China 
182,"Verilux® LED Wireless Mouse, Rechargeable Slim Silent Mouse 2.4G Portable Mobile Optical Office Mouse with USB Receiver, 3 Adjustable DPI for PC, Laptop, Computer, Desktop       ",Verilux,,,"Wireless, Portable, Soundless, Ergonomic Design, Rechargeable, LED Lights",Optical,,665.,83.8 g ,China 
183,"Portronics Toad 26 Wired Optical Mouse with 1500 DPI, Optical Orientation, Click Wheel, 1.35M Cable Length(Black)       ",Portronics,Black,USB,1500 DPI,Optical,,229.,20 g ,India 
184,"Archer Tech Lab Recurve 400 Transparent Wired Gaming Mouse with 12000 DPI and 8 Buttons, 6 Mode Breathing RGB, Gaming Sensor with Ergonomic Design, HUYU Switches, Compatible with PC/Mac - Transparent       ",Archer Tech Lab,Transparent,,Ergonomic Design,Optical,,999.,86 g ,China 
185,"Lenovo 530 Wireless Mouse (Platinum Grey): Ambidextrous, Ergonomic Mouse, Up to 8 Million clicks for Left and Right Buttons, Optical Sensor 1200 DPI, 2.4 GHz Wireless Technology via Nano USB Receiver       ",Lenovo,Platinum Grey,,"Wireless, Portable, Lightweight, Ergonomic Design",Optical,,974.,65 g ,China 
186,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
187,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.       ",Dell,Black,,Wireless,Optical,,249.,120 g ,China 
188,Arctic Fox Wired USB Gaming Mouse with Breathing Lights and DPI Upto 3600       ,Arctic Fox,Blue,,"Ergonomic Design, LED Lights",Optical,,245.,110 g ,India 
189,"ikis Mouse for Laptop, Mouse for Computer, Mouse for Desktop, 3D 3-Button 2000DPI Wired Optical USB Mouse for LAPTOPS and DESKTOPS       ",Ikis,Multicolor,USB,"Wired, Optical",Optical,,125.,400 g ,India 
190,"HP M100 USB Wired Gaming Optical Mouse with LED Backlight and Adjustable 1000 /1600 DPI Settings, 3 Buttons and Press Life Up to 5 Million Clicks , 3 Years Warranty (3DR60PA, Black)       ",HP,Black,,"Interface: USB 3.0, USB 2.0, Wired 3.0 USB, Optical Mouse for Gaming, 1600 DPI Optical Mouse",Optical,,590.,100 g ,China 
191,QUANTAM QHM222 USB Mouse (Black) Wired for LAPTOPS and DESKTOPS       ,QUANTAM,Black,USB,Ergonomic Design,Optical,,210.,300 g ,India 
192,"iBall Style36 Advanced Optical USB Mouse,Black       ",iBall,Black,USB,Ergonomic Design,Optical,,291.,91 g ,China 
193,Ergonomic Mouse; Tobo Vertical Wireless Mouse - Rechargeable 2.4GHz Optical Vertical Mice : 3 Adjustable DPI 800/1200/1600 Levels 6 Buttons; for Laptop; PC; Computer; Desktop; Notebook etc; Black-(TD-599KM-05)       ,,,,,,,,,
194,Razer DeathAdder Essential White Edition - 6400 DPI Ergonomic Wired Gaming Mouse - RZ01-03850200-R3M1       ,Razer,White,,Ergonomic Design,Optical,,"1,349.",96 g ,China 
195,KiTech M10 Wired Mouse       ,KiTech,Black,USB,Ergonomic Design,Optical,,145.,100 g ,China 
196,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
197,"Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, 3-Button (Left,Right,Scroll) Upto 8M Left/Right & 100K Scroll clicks & 1yr Battery, Ambidextrous, Ergonomic GY50R91293       ",Lenovo,Black,,"Wireless, Ergonomic Design",Optical,,620.,84 g ,China 
198,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
199,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,black / red,,Wireless,,,"2,666.",380 g ,China 
200,"(Renewed) HP Wireless Bluetooth Mouse 250 for PCs and Laptops, Adjustable DPI, Security Encryption, High-Resolution Optical Sensor, and Ergonomic Comfort, Black (6CR73AA)       ",HP,Black,,"Wireless, Bluetooth, Ergonomic, Optical",Optical,,594.,70 g ,
201,"Verilux® Wired Vertical Mouse, Optical Ergonomic Mouse with 4 Adjustable DPI 800/1200/2000/3200, 5 Buttons USB Computer Mouse, Better for Large and Medium Sized Hands,for for Mac, PC, Desktop       ",Verilux,Vertical Mouse,,"Wireless, Ergonomic Design",Optical,,"1,004.",150 g ,China 
202,"Amazon Basics Wired Mouse, 1000 DPI Optical Sensor Tracking, Standard Control 3-Button & 1 Scroller | USB 2.0 Mice Compatible for PC/ Mac/ Laptop/ Tablet (Black)       ",Amazon Basics,Black,USB,Ergonomic Design,Optical,,299.,90 g ,Hong Kong 
203,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
204,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,black / red,,Wireless,,,"2,666.",380 g ,China 
205,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,wireless,Optical,,799.,83.9 g ,China 
206,HP Bluetooth Mouse 250/4.2 Bluetooth connectivity/ Adjustable DPI Upto 3600/15-month Long Battery Life and Safe encryption Technology/1 Year Warranty/ Black       ,HP,Black,,"Wireless, Bluetooth, Ergonomic, Optical",Optical,,759.,70 g ,
207,"Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, 3-Button (Left,Right,Scroll) Upto 8M Left/Right & 100K Scroll clicks & 1yr Battery, Ambidextrous, Ergonomic GY50R91293       ",Lenovo,Black,,"Wireless, Ergonomic Design",Optical,,620.,84 g ,China 
208,"Logitech Lift Vertical Ergonomic Mouse, Wireless, Bluetooth or Logi Bolt USB Receiver, Quiet clicks, 4 Buttons, Compatible with Windows/macOS/iPadOS, Laptop, PC - Pale Grey       ",Logitech,Pale Grey,,"Wireless, Ergonomic Design",,,"5,995.",125 g ,China 
209,"Lenovo Legion M300 RGB USB Gaming Mouse - Ergonomic, ambidextrous, 8 Button, up to 8000 DPI, 1000Hz Polling Rate, 16.8M RGB Customizable Through Legion Accessory Central       ",Lenovo,,,"Lightweight, Ergonomic Design",,,"1,342.",88 g ,China 
210,(Renewed) Logitech B100 USB Optical Mouse -Black       ,Logitech,Black,USB,Optical,Optical,,174.,113 g ,
211,"Logitech Signature M650 Wireless Mouse - for Small to Medium Sized Hands, 2-Year Battery, Silent Clicks, Customisable Side Buttons, Bluetooth, Multi-Device Compatibility - Rose       ",Logitech,Rose,,"Wireless, Ergonomic Design",Optical,,"2,795.",101 g ,China 
212,"Quantum Wireless Mouse with Upto 12 Months Battery Life(Cell Included), Silent Keys, 800/1200/1600 DPI, USB Nano Receiver, USB to Type-C Connector, Slim Wireless Mouse for PC, Laptop, MacBook (Black)       ",Quantum,Black,,Soundless,Radio Frequency,,399.,100 g ,China 
213,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
214,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,wireless,Optical,,799.,83.9 g ,China 
215,HP Wireless Mouse 250/2.4 GHz Wireless USB connectivity/12 Months Battery Life/LED Optical Sensor/ 1600 DPI/1 Year Warranty/Black       ,HP,Black,Wireless,Wireless,Optical,,939.,94 g ,India 
216,Zysk Glink Wired USB Mouse with 3D Optical (Black)       ,Zysk,Black,USB,Soundless,Optical,,239.,40 g ,China 
217,(Renewed) Lenovo 300 Wireless Compact Mouse (GX30K79401)       ,Lenovo,Black,,"Wireless, Laser",Laser,,633.,160 g ,
218,"Portronics Toad 12 Wireless 2.4G Optical Mouse with Ergonomic Design, USB Receiver for Notebook, Laptop, Computer, MacBook, Windows, MacOS, (Z Black)       ",Portronics,Z Black,,"Wireless, Ergonomic Design",Optical,,339.,50 g ,China 
219,HP X500 Wired USB Optical Mouse with 3 Buttons Clickable Scroll Wheel and Plug N Play Feature (E5C12AA)       ,HP,"Gray,Black",USB,Optical,Optical,,449.,113 g ,China 
220,"Endefo Wireless Mouse EWM51R with 1600 DPI, 2.4GHz Wireless Connection, 1 Million Key Strokes, Silent Buttons with Battery Inside       ",Endefo,Black,Bluetooth,"Wireless, Portable, Lightweight, Soundless, Ergonomic Design","Optical, Laser",,285.,75 g ,China 
221,(Renewed) ZEBRONICS Zeb Dash Wireless Optical Mouse       ,,,,,,,,,
222,Quantum QHM222 3-Button 400/8001000DPI Wired Optical Mouse with USB Interface (Black)       ,Quantum,Black,USB,Ergonomic Design,Optical,,190.,73 g ,India 
223,"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.       ",Dell,Black,,Wireless,Optical,,249.,120 g ,China 
224,Dell MS5120W-Black Pro Wireless Dual Connectivity Mouse (Bluetooth 5.0/Wireless 2.4G) with Programmable Button and 3Y Advance Exchange Warranty .       ,Dell,Black,,Wireless,Optical,,"1,529.",160 g ,India 
225,"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black       ",Logitech,Black,,,,1,595.,68 Grams ,China 
226,BenQ Zowie CAMADE II for e-Sports Mice Cable Management Device Black/Red       ,BenQ,Black / red,,Wireless,,,"2,666.",380 g ,China 
227,"Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, Ambidextrous GX30K79401 + Legion Mouse Pad, Skid-Proof Rubber Base,Durable hi-Density,Water Repellent Microfiber       ",Lenovo,Black,,"Wireless, Ergonomic Design",Optical,,969.,,
228,"Portronics Toad 27 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Nano Dongle for PC/Mac/Laptop, 1200 DPI Optical Tracking, Auto Power Saving Mode, Adjustable DPI Button(Black)       ",Portronics,Black,,"Wireless, Soundless, Ergonomic Design",Optical,,329.,54 g ,China 
229,Dell MEDIA COM Optical Mouse MS116 1000 DPI USB Wired Optical Mouse Product |       ,Dell,,,"Wired, Optical",Optical,,389.,130 g ,China 
230,"Verilux® Wireless Mouse Rechargeable, Ergonomic USB 2.4G Cordless Mice PC Laptop Computer Mouse with 6 Buttons, 1600DPI 3 Adjustment Levels for Windows Mac MacBook Linux       ",Verilux,Grey,,"Wireless, Soundless",Optical,,"1,101.",141 g ,China 
231,"Ant Esports USB GM90 Wired Gaming Mouse with RGB, 6 Programmable Buttons, up to 3600 DPI Adjustable, Optical Gamer Gaming Mice with Multicolour LED Lights - Black       ",Ant Esports,Black,,"Ergonomic Design, LED Lights",Optical,,362.,100 g ,China 
232,Zebronics Zeb Sprint USB Optical Mouse That Comes with an Ergonomic Build and Three Buttons and is a high Precision one with 1200 DPI       ,ZEBRONICS,,,Ergonomic Design,Optical,,150.,57 g ,China 
233,Zeb-Alex is a Wired USB Optical Mouse with Advanced Optical Sensor Technology       ,Generic,,,"Wired, Optical",Optical,,120.,50 g ,China 
234,Ant Value FKAPU03 1000 DPI Wireless Mouse - Rose Gold       ,,,,,,,269.,,
235,"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop       ",Amazon Basics,Black,USB,"Wireless, Lightweight, Ergonomic Design",Optical,,499.,115 g ,India 
236,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop       ",Logitech,Grey,,wireless,Optical,,799.,83.9 g ,China 
237,"Live Tech Boss 7D Gaming Mouse with RGB LED Light | with 13 Modes Running RGB LED + LED on/Off to Switch | Instant 725F chipset, up to 7200DPI | Wired Gaming Mouse with RGB & Driver Customization for PC       ",Live Tech,Black,,"Ergonomic Design, LED Lights",Optical,,564.,150 g ,China 
238,LIPI Wired Wired Optical Mouse       ,LIPI,,,"Wired, Ergonomic, Optical",Optical,,150.,,
